title,revenue,vote_average,vote_count
Warcraft,433677183,6.3,2268
Warlock,0,5.8,95
Warlock: The Armageddon,0,5.2,38
Warm Bodies,116980662,6.4,2652
Warrior,23057115,7.7,1272
Warriors of Virtue,0,4.7,9
Wasabi,0,6.2,283
Watchmen,185258983,7.0,2811
Water,10422387,6.8,34
Water & Power,0,3.0,1
Water for Elephants,114156230,6.7,850
Waterloo,3052000,7.0,31
Waterworld,264218220,5.9,992
Wayne's World,121697323,6.5,728
We Are Marshall,43545364,6.7,186
We Are Your Friends,11122090,6.3,658
We Bought a Zoo,120081841,6.5,909
We Have Your Husband,0,5.0,3
We Need to Talk About Kevin,6038942,7.4,677
We Own the Night,54926886,6.5,323
We Were Soldiers,114660784,6.7,521
We're No Angels,0,5.6,105
We're the Millers,269994119,6.8,2972
Weekend,469947,7.4,163
Welcome Home Roscoe Jenkins,43650785,5.7,57
Welcome to Collinwood,0,6.2,50
Welcome to Mooseport,14000000,4.8,54
Welcome to the Dollhouse,0,6.9,103
Welcome to the Rileys,42145,6.4,139
Welcome to the Sticks,53191886,6.8,615
Wendy and Lucy,0,6.4,64
West Side Story,43656822,7.0,389
Western Religion,0,0.0,0
Whale Rider,41400000,7.1,111
What Dreams May Come,71485043,6.8,577
What Happens in Vegas,170000000,5.8,923
What Just Happened,6673422,5.2,127
What Lies Beneath,155464351,6.3,488
What Planet Are You From?,0,5.4,37
What Women Want,374111707,6.1,992
What a Girl Wants,0,5.8,368
What the #$*! Do We (K)now!?,10000000,5.8,34
What to Expect When You're Expecting,79700000,5.8,594
What's Eating Gilbert Grape,30000000,7.5,919
What's Love Got to Do with It,0,6.9,72
What's Your Number?,30426096,6.2,671
What's the Worst That Could Happen?,0,5.1,66
Whatever It Takes,9902115,5.0,37
Whatever Works,35097815,6.8,350
When Did You Last See Your Father?,92,6.9,13
When Harry Met Sally...,92823546,7.3,950
When a Stranger Calls,66966987,5.4,268
When the Cat's Away,0,6.1,16
When the Game Stands Tall,30127963,6.3,130
When the Lights Went Out,0,5.8,49
Where the Heart Is,33771174,6.9,155
Where the Truth Lies,0,5.9,66
Where the Wild Things Are,100086793,6.4,572
While We're Young,7587485,5.8,383
Whip It,16633035,6.7,357
Whiplash,13092000,8.3,4254
Whipped,0,3.1,11
White Chicks,113086475,6.3,679
White Fang,34793160,6.5,135
White House Down,205366737,6.4,1891
White Noise,91196419,5.6,261
White Noise 2: The Light,0,5.6,80
White Oleander,0,7.2,108
White Squall,10300000,6.3,86
Whiteout,12206028,5.3,220
Who Killed the Electric Car?,1678874,7.2,59
Who's Your Caddy?,0,3.8,18
Why Did I Get Married Too?,60072596,6.1,29
Why Did I Get Married?,55184721,6.1,33
Why I Did (Not) Eat My Father,0,5.3,125
Wicked Blood,0,5.3,37
Wicker Park,13001257,6.7,157
Wild,52501541,7.0,951
Wild Card,0,5.4,656
Wild Grass,0,5.8,22
Wild Hogs,253625427,5.6,648
Wild Target,3453043,6.4,215
Wild Things,67200000,6.3,444
Wild Wild West,222104681,5.1,1020
Willard,0,5.8,82
Willy Wonka & the Chocolate Factory,4000000,7.4,798
Wimbledon,41512007,6.0,293
Win a Date with Tad Hamilton!,16980098,5.5,160
Wind Walkers,0,7.5,6
Windsor Drive,0,2.0,1
Windtalkers,77628265,5.8,341
Wing Commander,0,4.0,72
Winged Migration,20217080,7.0,49
Winnie Mandela,0,5.2,5
Winnie the Pooh,14460000,6.8,258
Winter Passing,113783,6.7,28
Winter in Wartime,530048,6.8,66
Winter's Bone,13831503,6.8,565
Winter's Tale,30800231,6.0,487
Wish I Was Here,5483299,6.4,300
Witchboard,0,5.9,58
Without Limits,777423,6.2,19
Without Men,0,4.6,8
Without a Paddle,69631118,5.3,214
Witless Protection,0,4.0,26
Witness,68706993,7.0,375
Wolf,0,6.0,216
Wolves,0,5.7,82
Woman Thou Art Loosed,6804016,5.0,3
Woman in Gold,61619773,7.3,440
Woman on Top,0,5.5,46
Womb,0,5.9,92
Won't Back Down,5310554,5.8,40
Wonder Boys,0,6.9,161
Wonderland,2466444,6.2,73
Woo,8026971,5.5,10
Woodstock,34505110,7.1,66
Wordplay,0,7.3,10
World Trade Center,162945894,5.9,447
World War Z,531865000,6.7,5560
World's Greatest Dad,295750,6.5,177
Wrath of the Titans,301000000,5.5,1431
Wreck-It Ralph,471222889,7.1,4570
Wristcutters: A Love Story,0,6.7,160
Wrong Turn,28650575,6.0,635
Wuthering Heights,0,6.9,37
Wyatt Earp,25052000,6.5,202
X-Men,296339527,6.8,4097
X-Men Origins: Wolverine,373062864,6.2,4021
X-Men: Apocalypse,543934787,6.4,4721
X-Men: Days of Future Past,747862775,7.5,6032
X-Men: First Class,353624124,7.1,5181
X-Men: The Last Stand,459359555,6.3,3525
X2,407711549,6.8,3506
Y Tu Mamá También,33616692,7.3,315
Year One,62357900,4.6,524
Yeh Jawaani Hai Deewani,46000000,7.2,79
Yentl,30400000,6.2,51
Yes,0,5.9,7
Yes Man,225990978,6.4,1813
Yesterday Was a Lie,0,6.0,4
Yoga Hosers,0,4.7,102
Yogi Bear,201584141,5.2,220
You Again,32005248,6.0,368
You Can Count on Me,0,6.8,88
You Can't Take It With You,7433101,7.2,79
You Don't Mess with the Zohan,201596308,5.5,1048
You Got Served,0,4.8,75
You Kill Me,2426851,6.2,80
You Only Live Twice,111584787,6.5,531
You Will Meet a Tall Dark Stranger,0,5.8,251
You've Got Mail,250821495,6.3,838
"You, Me and Dupree",130431368,5.4,407
Young Adult,22939027,5.6,364
Young Frankenstein,86273333,7.7,854
Young Guns,44726644,6.6,258
Young Sherlock Holmes,0,6.7,167
Your Highness,26121638,5.2,501
Your Sister's Sister,3200000,6.5,137
"Yours, Mine and Ours",0,6.2,26
Youth in Revolt,0,5.9,319
Z Storm,0,5.8,5
ZMD: Zombies of Mass Destruction,0,4.7,31
Zack and Miri Make a Porno,42105111,6.1,721
Zambezia,0,5.3,68
Zathura: A Space Adventure,64321501,6.1,779
Zero Dark Thirty,132820716,6.7,1702
Zero Effect,1980338,6.0,55
Zipper,0,5.5,58
Zodiac,84785914,7.3,2023
Zombie Hunter,0,3.5,34
Zombieland,102391382,7.2,3550
Zookeeper,169852759,5.3,498
Zoolander,60780981,6.1,1337
Zoolander 2,55969000,4.7,797
Zoom,12506188,4.9,135
Zulu,0,6.7,172
[REC],30448000,7.1,934
[REC]²,18469680,6.4,489
eXistenZ,2856712,6.7,475
xXx,277448382,5.8,1424
xXx: State of the Union,71073932,4.7,549
Æon Flux,52304001,5.4,703
